251,Interested in showing historical places around the city,11,387 Roberts Pass:West Barbara,129,2016-11-14  6:00,2016-11-14  9:00
252,A Music Concert,8,387 Roberts Pass:West Barbara,129,2016-11-13  3:00,2016-11-13  6:00
253,A Bowling Tournament,4,303 Beier Tunnel:South Elimouth,130,2016-11-14 16:00,2016-11-14 19:00
254,A Music Concert,8,303 Beier Tunnel:South Elimouth,130,2016-11-13 15:00,2016-11-13 18:00
255,Interested in showing religious places around the city,12,771 Stiedemann Prairie:Wendellstad,131,2016-11-12  5:00,2016-11-12  8:00
256,Interested in showing historical places around the city,11,771 Stiedemann Prairie:Wendellstad,131,2016-11-13  4:00,2016-11-13  7:00
257,A BasketBall match,3,771 Stiedemann Prairie:Wendellstad,131,2016-11-12 11:00,2016-11-12 14:00
258,An Ice Hockey Match,6,110 Arlie Passage:Donavonhaven,132,2016-11-12 10:00,2016-11-12 13:00
259,A Bowling Tournament,4,976 Hackett Forks:New Odie,133,2016-11-12 14:00,2016-11-12 17:00
260,Trip to a fine art museum,9,976 Hackett Forks:New Odie,133,2016-11-14  7:00,2016-11-14 10:00
261,A Boxing Match,5,276 Lucile Turnpike:East Enahaven,134,2016-11-12  5:00,2016-11-12  8:00
262,Interested in showing historical places around the city,11,276 Lucile Turnpike:East Enahaven,134,2016-11-13  4:00,2016-11-13  7:00
263,A Football match,1,071 Flavio Drive:Bauchmouth,135,2016-11-13 17:00,2016-11-13 20:00
264,A Bowling Tournament,4,2364 Graham Trace:Kleinland,136,2016-11-14 12:00,2016-11-14 15:00
265,Interested in showing historical places around the city,11,29042 Lenna Trail:East Jarret,137,2016-11-14  3:00,2016-11-14  6:00
266,Interested in showing historical places around the city,11,82622 Aylin Shoals:McGlynnton,138,2016-11-12 19:00,2016-11-12 22:00
267,Trip to a fine art museum,9,8566 Gilberto Freeway:East Werner,139,2016-11-14  7:00,2016-11-14 10:00
268,A Boxing Match,5,8566 Gilberto Freeway:East Werner,139,2016-11-12 19:00,2016-11-12 22:00
269,Interested in showing historical places around the city,11,6287 Pfannerstill Green:Lake Dasiafurt,140,2016-11-12  8:00,2016-11-12 11:00
270,A Bowling Tournament,4,936 Barton Burg:Jacobsmouth,141,2016-11-13 16:00,2016-11-13 19:00
271,A Boxing Match,5,936 Barton Burg:Jacobsmouth,141,2016-11-12 15:00,2016-11-12 18:00
272,A Bowling Tournament,4,834 Nolan Walks:Port Rose,142,2016-11-12  5:00,2016-11-12  8:00
273,A Soccer Match,7,834 Nolan Walks:Port Rose,142,2016-11-14 16:00,2016-11-14 19:00
274,A Baseball match,2,46889 Simonis Common:West Jammie,143,2016-11-14  7:00,2016-11-14 10:00
275,An Ice Hockey Match,6,46889 Simonis Common:West Jammie,143,2016-11-14 20:00,2016-11-14 23:00
276,Adventure trip,13,46889 Simonis Common:West Jammie,143,2016-11-13 20:00,2016-11-13 23:00
277,A BasketBall match,3,2289 Maximus Stream:Jimmiehaven,144,2016-11-14 18:00,2016-11-14 21:00
278,A Baseball match,2,372 Prohaska Passage:South Omerbury,145,2016-11-13  5:00,2016-11-13  8:00
279,A BasketBall match,3,372 Prohaska Passage:South Omerbury,145,2016-11-14 16:00,2016-11-14 19:00
280,A BasketBall match,3,372 Prohaska Passage:South Omerbury,145,2016-11-13  7:00,2016-11-13 10:00
281,Adventure trip,13,988 Claudia Square:Laurenbury,146,2016-11-13 17:00,2016-11-13 20:00
282,A Boxing Match,5,3296 Kallie Tunnel:North Madysonport,147,2016-11-12  6:00,2016-11-12  9:00
283,An Ice Hockey Match,6,1807 Serena Radial:Broderickside,148,2016-11-14  4:00,2016-11-14  7:00
284,A Baseball match,2,1807 Serena Radial:Broderickside,148,2016-11-13  3:00,2016-11-13  6:00
285,A Baseball match,2,1807 Serena Radial:Broderickside,148,2016-11-12 11:00,2016-11-12 14:00
286,A Bowling Tournament,4,190 Eudora Parkway:Nikkifurt,149,2016-11-12  4:00,2016-11-12  7:00
287,A BasketBall match,3,190 Eudora Parkway:Nikkifurt,149,2016-11-13  2:00,2016-11-13  5:00
288,Interested in showing unique architecture around the city,10,30539 Lyric Run:Laronfurt,150,2016-11-14 19:00,2016-11-14 22:00
289,Adventure trip,13,30539 Lyric Run:Laronfurt,150,2016-11-12  9:00,2016-11-12 12:00
290,A Baseball match,2,30539 Lyric Run:Laronfurt,150,2016-11-12 16:00,2016-11-12 19:00
291,A Soccer Match,7,1687 Madilyn Glen:Port Hannahport,151,2016-11-13  4:00,2016-11-13  7:00
292,A Baseball match,2,4713 Reanna Skyway:Port Casimerfort,152,2016-11-12  1:00,2016-11-12  4:00
293,Trip to a fine art museum,9,4713 Reanna Skyway:Port Casimerfort,152,2016-11-14  5:00,2016-11-14  8:00
294,Interested in showing religious places around the city,12,7234 Kuhn Extensions:Port Josefina,153,2016-11-14 11:00,2016-11-14 14:00
295,Adventure trip,13,7234 Kuhn Extensions:Port Josefina,153,2016-11-14 12:00,2016-11-14 15:00
296,Interested in showing religious places around the city,12,7234 Kuhn Extensions:Port Josefina,153,2016-11-12 13:00,2016-11-12 16:00
297,Adventure trip,13,5823 Olaf Rapid:Port Jaidenhaven,154,2016-11-14 19:00,2016-11-14 22:00
298,Adventure trip,13,5823 Olaf Rapid:Port Jaidenhaven,154,2016-11-13  6:00,2016-11-13  9:00
299,A Baseball match,2,5823 Olaf Rapid:Port Jaidenhaven,154,2016-11-14 19:00,2016-11-14 22:00
300,A Music Concert,8,19962 Huels Run:Lake Jettberg,155,2016-11-13 18:00,2016-11-13 21:00
301,Interested in showing religious places around the city,12,19962 Huels Run:Lake Jettberg,155,2016-11-12 14:00,2016-11-12 17:00
302,A BasketBall match,3,892 Waelchi Passage:Hughview,156,2016-11-12 13:00,2016-11-12 16:00
303,Adventure trip,13,892 Waelchi Passage:Hughview,156,2016-11-12  2:00,2016-11-12  5:00
304,A Music Concert,8,892 Waelchi Passage:Hughview,156,2016-11-12 17:00,2016-11-12 20:00
305,A Bowling Tournament,4,02994 Christiansen Mountain:Lake Veronaville,157,2016-11-12 13:00,2016-11-12 16:00
306,A Music Concert,8,02994 Christiansen Mountain:Lake Veronaville,157,2016-11-13 10:00,2016-11-13 13:00
307,A Music Concert,8,15660 Green Bypass:Jeanneland,158,2016-11-12  8:00,2016-11-12 11:00
308,A Football match,1,15660 Green Bypass:Jeanneland,158,2016-11-13  0:00,2016-11-13  3:00
309,Adventure trip,13,91537 Rodolfo Road:East Vesta,159,2016-11-12 14:00,2016-11-12 17:00
310,Adventure trip,13,91537 Rodolfo Road:East Vesta,159,2016-11-12 12:00,2016-11-12 15:00
311,Trip to a fine art museum,9,39272 Lillian Grove:Port Juliastad,160,2016-11-14  2:00,2016-11-14  5:00
312,A Football match,1,39272 Lillian Grove:Port Juliastad,160,2016-11-13  3:00,2016-11-13  6:00
313,A Boxing Match,5,933 Niko Mission:South Ali,161,2016-11-13  5:00,2016-11-13  8:00
314,Interested in showing religious places around the city,12,933 Niko Mission:South Ali,161,2016-11-12  5:00,2016-11-12  8:00
315,An Ice Hockey Match,6,933 Niko Mission:South Ali,161,2016-11-14 20:00,2016-11-14 23:00
316,Interested in showing historical places around the city,11,396 Willa Burg:Christelleborough,162,2016-11-13  0:00,2016-11-13  3:00
317,A Music Concert,8,3594 Percy Shore:Kozeymouth,163,2016-11-13 16:00,2016-11-13 19:00
318,Interested in showing historical places around the city,11,3594 Percy Shore:Kozeymouth,163,2016-11-12 15:00,2016-11-12 18:00
319,A Boxing Match,5,3594 Percy Shore:Kozeymouth,163,2016-11-14  9:00,2016-11-14 12:00
320,An Ice Hockey Match,6,58739 Connelly Trace:Handhaven,164,2016-11-14 16:00,2016-11-14 19:00
321,A Boxing Match,5,58739 Connelly Trace:Handhaven,164,2016-11-12  1:00,2016-11-12  4:00
322,A Baseball match,2,64368 Faye Rue:Mariannaview,165,2016-11-13 20:00,2016-11-13 23:00
323,Trip to a fine art museum,9,64368 Faye Rue:Mariannaview,165,2016-11-13 17:00,2016-11-13 20:00
324,Interested in showing religious places around the city,12,64368 Faye Rue:Mariannaview,165,2016-11-12  1:00,2016-11-12  4:00
325,Interested in showing historical places around the city,11,31172 Carroll Pine:North Adelbertstad,166,2016-11-14 18:00,2016-11-14 21:00
326,A BasketBall match,3,31172 Carroll Pine:North Adelbertstad,166,2016-11-14  1:00,2016-11-14  4:00
327,Interested in showing historical places around the city,11,31172 Carroll Pine:North Adelbertstad,166,2016-11-12  9:00,2016-11-12 12:00
328,A Soccer Match,7,6158 Carter Point:Wolfton,167,2016-11-14  8:00,2016-11-14 11:00
329,An Ice Hockey Match,6,6158 Carter Point:Wolfton,167,2016-11-12  7:00,2016-11-12 10:00
330,A Music Concert,8,6158 Carter Point:Wolfton,167,2016-11-14 11:00,2016-11-14 14:00
331,A Boxing Match,5,2992 Keebler Trail:Skilesmouth,168,2016-11-12  4:00,2016-11-12  7:00
332,Adventure trip,13,846 Ismael Estates:New Dawn,169,2016-11-14  5:00,2016-11-14  8:00
333,A Music Concert,8,846 Ismael Estates:New Dawn,169,2016-11-12 16:00,2016-11-12 19:00
334,Interested in showing unique architecture around the city,10,846 Ismael Estates:New Dawn,169,2016-11-14 16:00,2016-11-14 19:00
335,A Boxing Match,5,8509 Stoltenberg Lodge:Jacobiland,170,2016-11-12  6:00,2016-11-12  9:00
336,A Soccer Match,7,8509 Stoltenberg Lodge:Jacobiland,170,2016-11-12 19:00,2016-11-12 22:00
337,A Bowling Tournament,4,4488 Rohan Unions:New Zackaryton,171,2016-11-14 15:00,2016-11-14 18:00
338,A BasketBall match,3,288 Jayda Passage:West Nicolaberg,172,2016-11-13  2:00,2016-11-13  5:00
339,A Football match,1,288 Jayda Passage:West Nicolaberg,172,2016-11-13 15:00,2016-11-13 18:00
340,A BasketBall match,3,817 Shayne River:South Alexanderland,173,2016-11-14  2:00,2016-11-14  5:00
341,An Ice Hockey Match,6,8354 Zemlak Hollow:Alvahbury,174,2016-11-14 14:00,2016-11-14 17:00
342,Trip to a fine art museum,9,98443 Carol Road:West Lesly,175,2016-11-13 11:00,2016-11-13 14:00
343,Interested in showing religious places around the city,12,98443 Carol Road:West Lesly,175,2016-11-12 14:00,2016-11-12 17:00
344,Trip to a fine art museum,9,70196 Efrain Islands:Lizziechester,176,2016-11-12 20:00,2016-11-12 23:00
345,Adventure trip,13,70196 Efrain Islands:Lizziechester,176,2016-11-14 19:00,2016-11-14 22:00
346,Interested in showing historical places around the city,11,116 Cody Haven:Port Daisyton,177,2016-11-14 12:00,2016-11-14 15:00
347,A Baseball match,2,21197 Prosacco Dale:West Hattieshire,178,2016-11-13  9:00,2016-11-13 12:00
348,An Ice Hockey Match,6,21197 Prosacco Dale:West Hattieshire,178,2016-11-13  3:00,2016-11-13  6:00
349,An Ice Hockey Match,6,5217 Paris Road:West Fritzborough,179,2016-11-14 17:00,2016-11-14 20:00
350,A Boxing Match,5,02906 Jessy Forest:Balistrerishire,180,2016-11-14  5:00,2016-11-14  8:00
351,An Ice Hockey Match,6,02906 Jessy Forest:Balistrerishire,180,2016-11-14 19:00,2016-11-14 22:00
352,A Soccer Match,7,8359 Medhurst Stravenue:South Edgardo,181,2016-11-12 14:00,2016-11-12 17:00
353,Adventure trip,13,633 Trenton Shores:Furmanport,182,2016-11-13 15:00,2016-11-13 18:00
354,A Soccer Match,7,633 Trenton Shores:Furmanport,182,2016-11-14  5:00,2016-11-14  8:00
355,Adventure trip,13,423 Rolfson Stravenue:North Raheem,183,2016-11-13 20:00,2016-11-13 23:00
356,Adventure trip,13,423 Rolfson Stravenue:North Raheem,183,2016-11-14  7:00,2016-11-14 10:00
357,A Soccer Match,7,423 Rolfson Stravenue:North Raheem,183,2016-11-14  3:00,2016-11-14  6:00
358,A BasketBall match,3,04546 Little Corners:Langoshshire,184,2016-11-14 13:00,2016-11-14 16:00
359,Interested in showing religious places around the city,12,054 Ella Manor:Bodefurt,185,2016-11-13 10:00,2016-11-13 13:00
360,A Bowling Tournament,4,054 Ella Manor:Bodefurt,185,2016-11-13 15:00,2016-11-13 18:00
361,Interested in showing unique architecture around the city,10,651 Cale Walk:Hoegermouth,186,2016-11-13 10:00,2016-11-13 13:00
362,Trip to a fine art museum,9,651 Cale Walk:Hoegermouth,186,2016-11-12  5:00,2016-11-12  8:00
363,A BasketBall match,3,398 Amaya Prairie:Laurelview,187,2016-11-14 20:00,2016-11-14 23:00
364,Interested in showing unique architecture around the city,10,7440 Schulist Neck:East Dinomouth,188,2016-11-12 17:00,2016-11-12 20:00
365,Interested in showing historical places around the city,11,88724 Schuster Parkways:Terryhaven,189,2016-11-12  1:00,2016-11-12  4:00
366,A Bowling Tournament,4,88724 Schuster Parkways:Terryhaven,189,2016-11-14  8:00,2016-11-14 11:00
367,A Music Concert,8,9714 Gabriel Trail:North Darlene,190,2016-11-12 20:00,2016-11-12 23:00
368,An Ice Hockey Match,6,87189 Gwen Valleys:Ileneview,191,2016-11-13  8:00,2016-11-13 11:00
369,Trip to a fine art museum,9,87189 Gwen Valleys:Ileneview,191,2016-11-12  6:00,2016-11-12  9:00
370,A Football match,1,3913 Sammie Cliffs:North Lynn,192,2016-11-14  0:00,2016-11-14  3:00
371,A Football match,1,98680 Brown Stravenue:Dietrichborough,193,2016-11-14 10:00,2016-11-14 13:00
372,An Ice Hockey Match,6,98680 Brown Stravenue:Dietrichborough,193,2016-11-12  3:00,2016-11-12  6:00
373,Interested in showing unique architecture around the city,10,98680 Brown Stravenue:Dietrichborough,193,2016-11-12 20:00,2016-11-12 23:00
374,Interested in showing unique architecture around the city,10,5349 Wallace Pass:Runteville,194,2016-11-13  8:00,2016-11-13 11:00
375,Interested in showing historical places around the city,11,5349 Wallace Pass:Runteville,194,2016-11-13  4:00,2016-11-13  7:00
376,A Music Concert,8,5349 Wallace Pass:Runteville,194,2016-11-12  1:00,2016-11-12  4:00
377,An Ice Hockey Match,6,823 Reynolds Place:West Alicia,195,2016-11-13  8:00,2016-11-13 11:00
378,Adventure trip,13,055 O'Conner Harbors:New Emerald,196,2016-11-14  4:00,2016-11-14  7:00
379,Interested in showing unique architecture around the city,10,055 O'Conner Harbors:New Emerald,196,2016-11-13  3:00,2016-11-13  6:00
380,A Football match,1,57802 Reichel Expressway:Jamesonland,197,2016-11-13  7:00,2016-11-13 10:00
381,A Music Concert,8,57802 Reichel Expressway:Jamesonland,197,2016-11-14 17:00,2016-11-14 20:00
382,A Football match,1,57802 Reichel Expressway:Jamesonland,197,2016-11-13  2:00,2016-11-13  5:00
383,A Bowling Tournament,4,98727 Annalise Points:North Gideonville,198,2016-11-12  9:00,2016-11-12 12:00
384,An Ice Hockey Match,6,98727 Annalise Points:North Gideonville,198,2016-11-12  3:00,2016-11-12  6:00
385,A Baseball match,2,98727 Annalise Points:North Gideonville,198,2016-11-14  1:00,2016-11-14  4:00
386,A BasketBall match,3,120 Marcos Well:West Christineside,199,2016-11-14 16:00,2016-11-14 19:00
387,A Bowling Tournament,4,120 Marcos Well:West Christineside,199,2016-11-14  6:00,2016-11-14  9:00
388,Interested in showing religious places around the city,12,120 Marcos Well:West Christineside,199,2016-11-13  3:00,2016-11-13  6:00
389,Interested in showing religious places around the city,12,986 Ciara Stream:Murrayside,200,2016-11-14  8:00,2016-11-14 11:00
390,Trip to a fine art museum,9,986 Ciara Stream:Murrayside,200,2016-11-14 17:00,2016-11-14 20:00
391,A Bowling Tournament,4,986 Ciara Stream:Murrayside,200,2016-11-12  4:00,2016-11-12  7:00
392,A BasketBall match,3,94301 Lester Path:West Mitchelburgh,201,2016-11-14 13:00,2016-11-14 16:00
393,A Music Concert,8,6862 Cruickshank Lights:Maeport,202,2016-11-13  9:00,2016-11-13 12:00
394,A Soccer Match,7,6862 Cruickshank Lights:Maeport,202,2016-11-13  3:00,2016-11-13  6:00
395,A Music Concert,8,3716 Durgan Garden:Lake Danielafurt,203,2016-11-14  1:00,2016-11-14  4:00
396,A Football match,1,3716 Durgan Garden:Lake Danielafurt,203,2016-11-14  6:00,2016-11-14  9:00
397,A Bowling Tournament,4,3716 Durgan Garden:Lake Danielafurt,203,2016-11-13  3:00,2016-11-13  6:00
398,A Music Concert,8,9457 Joanny Road:Kacieside,204,2016-11-12 12:00,2016-11-12 15:00
399,Interested in showing historical places around the city,11,1008 Liam Common:Gladysbury,205,2016-11-13  5:00,2016-11-13  8:00
400,A Football match,1,1008 Liam Common:Gladysbury,205,2016-11-14  9:00,2016-11-14 12:00
401,A Football match,1,35718 Alphonso Run:Marvinmouth,206,2016-11-13 15:00,2016-11-13 18:00
402,A Bowling Tournament,4,35718 Alphonso Run:Marvinmouth,206,2016-11-14  7:00,2016-11-14 10:00
403,An Ice Hockey Match,6,35718 Alphonso Run:Marvinmouth,206,2016-11-12 16:00,2016-11-12 19:00
404,A Baseball match,2,82470 Alfredo View:Ryanview,207,2016-11-12  4:00,2016-11-12  7:00
405,A BasketBall match,3,82470 Alfredo View:Ryanview,207,2016-11-12  1:00,2016-11-12  4:00
406,A Boxing Match,5,82470 Alfredo View:Ryanview,207,2016-11-12  7:00,2016-11-12 10:00
407,A Soccer Match,7,12486 Kunze Grove:Lake Nelda,208,2016-11-12 20:00,2016-11-12 23:00
408,Interested in showing historical places around the city,11,12486 Kunze Grove:Lake Nelda,208,2016-11-12 13:00,2016-11-12 16:00
409,A Bowling Tournament,4,51764 Howe Tunnel:Anneville,209,2016-11-12  5:00,2016-11-12  8:00
410,Adventure trip,13,74966 Schaden Skyway:South Rupert,210,2016-11-14 14:00,2016-11-14 17:00
411,A Bowling Tournament,4,74966 Schaden Skyway:South Rupert,210,2016-11-14  4:00,2016-11-14  7:00
412,A Football match,1,0943 Annabelle Circle:Lake Bennettchester,211,2016-11-12 14:00,2016-11-12 17:00
413,Interested in showing religious places around the city,12,89363 Samson Station:North Jeanieburgh,212,2016-11-13 15:00,2016-11-13 18:00
414,Interested in showing unique architecture around the city,10,89363 Samson Station:North Jeanieburgh,212,2016-11-14 18:00,2016-11-14 21:00
415,A Boxing Match,5,89363 Samson Station:North Jeanieburgh,212,2016-11-13  7:00,2016-11-13 10:00
416,Adventure trip,13,8663 Kuhic Hill:Sydniport,213,2016-11-13  3:00,2016-11-13  6:00
417,A Football match,1,8663 Kuhic Hill:Sydniport,213,2016-11-14  9:00,2016-11-14 12:00
418,A Music Concert,8,83806 Buster Pine:Port Lisette,214,2016-11-14 10:00,2016-11-14 13:00
419,Interested in showing religious places around the city,12,83806 Buster Pine:Port Lisette,214,2016-11-12  7:00,2016-11-12 10:00
420,A Baseball match,2,45087 Kendrick Villages:East Olga,215,2016-11-12 18:00,2016-11-12 21:00
421,A BasketBall match,3,45087 Kendrick Villages:East Olga,215,2016-11-13 19:00,2016-11-13 22:00
422,Adventure trip,13,9534 Marquardt Haven:Hegmannstad,216,2016-11-12 17:00,2016-11-12 20:00
423,A BasketBall match,3,9534 Marquardt Haven:Hegmannstad,216,2016-11-12  8:00,2016-11-12 11:00
424,A Football match,1,9534 Marquardt Haven:Hegmannstad,216,2016-11-14  1:00,2016-11-14  4:00
425,A BasketBall match,3,501 Elta Ways:Port Madisenview,217,2016-11-14 19:00,2016-11-14 22:00
426,A Bowling Tournament,4,501 Elta Ways:Port Madisenview,217,2016-11-13 20:00,2016-11-13 23:00
427,A Boxing Match,5,501 Elta Ways:Port Madisenview,217,2016-11-14 14:00,2016-11-14 17:00
428,Adventure trip,13,74455 Fahey Centers:West Judy,218,2016-11-12  7:00,2016-11-12 10:00
429,A Bowling Tournament,4,99538 Connelly Court:Port Chazstad,219,2016-11-13 14:00,2016-11-13 17:00
430,Adventure trip,13,21471 Camila Fork:Elyssaside,220,2016-11-13 10:00,2016-11-13 13:00
431,A Bowling Tournament,4,52458 Anissa Road:Baileymouth,221,2016-11-12 13:00,2016-11-12 16:00
432,A BasketBall match,3,52458 Anissa Road:Baileymouth,221,2016-11-14  3:00,2016-11-14  6:00
433,Adventure trip,13,07427 Erna Rue:Reingerburgh,222,2016-11-14  8:00,2016-11-14 11:00
434,A BasketBall match,3,07427 Erna Rue:Reingerburgh,222,2016-11-14 14:00,2016-11-14 17:00
435,A Football match,1,10987 Lorenz Ridge:Wilhelminemouth,223,2016-11-13 13:00,2016-11-13 16:00
436,A Football match,1,10987 Lorenz Ridge:Wilhelminemouth,223,2016-11-13  3:00,2016-11-13  6:00
437,A Music Concert,8,705 Eldon Course:New Liamport,224,2016-11-13 14:00,2016-11-13 17:00
438,Interested in showing religious places around the city,12,705 Eldon Course:New Liamport,224,2016-11-12  4:00,2016-11-12  7:00
439,A Football match,1,521 Schinner Drives:Litteltown,225,2016-11-12  7:00,2016-11-12 10:00
440,Interested in showing historical places around the city,11,3127 Courtney Unions:Lake Marielle,226,2016-11-14  5:00,2016-11-14  8:00
441,A Football match,1,3127 Courtney Unions:Lake Marielle,226,2016-11-13  9:00,2016-11-13 12:00
442,A Baseball match,2,3127 Courtney Unions:Lake Marielle,226,2016-11-12 16:00,2016-11-12 19:00
443,A Music Concert,8,8250 Jadyn Station:Eloiseside,227,2016-11-13 12:00,2016-11-13 15:00
444,Interested in showing religious places around the city,12,8250 Jadyn Station:Eloiseside,227,2016-11-13  8:00,2016-11-13 11:00
445,A Boxing Match,5,8250 Jadyn Station:Eloiseside,227,2016-11-14 13:00,2016-11-14 16:00
446,An Ice Hockey Match,6,95352 Collins Mills:Stammtown,228,2016-11-12  5:00,2016-11-12  8:00
447,A Bowling Tournament,4,16743 Gorczany Summit:Winonafort,229,2016-11-12 18:00,2016-11-12 21:00
448,A Boxing Match,5,5901 Rolfson Overpass:South Mabelle,230,2016-11-13  2:00,2016-11-13  5:00
449,Interested in showing religious places around the city,12,5901 Rolfson Overpass:South Mabelle,230,2016-11-13 17:00,2016-11-13 20:00
450,A Baseball match,2,1102 Jabari Fork:Lake Mandy,231,2016-11-14  3:00,2016-11-14  6:00
451,A Boxing Match,5,0784 Kuvalis Court:West Scot,232,2016-11-13  1:00,2016-11-13  4:00
452,A Boxing Match,5,0784 Kuvalis Court:West Scot,232,2016-11-14  1:00,2016-11-14  4:00
453,A Music Concert,8,1097 Braden Viaduct:Margaritatown,233,2016-11-14  5:00,2016-11-14  8:00
454,A Boxing Match,5,1097 Braden Viaduct:Margaritatown,233,2016-11-12  9:00,2016-11-12 12:00
455,Adventure trip,13,6788 Alexandrea Junctions:Lebsackport,234,2016-11-13 12:00,2016-11-13 15:00
456,A Baseball match,2,6788 Alexandrea Junctions:Lebsackport,234,2016-11-13 11:00,2016-11-13 14:00
457,Adventure trip,13,6788 Alexandrea Junctions:Lebsackport,234,2016-11-14  7:00,2016-11-14 10:00
458,A Music Concert,8,610 Ayla Cove:South Donald,235,2016-11-14  0:00,2016-11-14  3:00
459,An Ice Hockey Match,6,610 Ayla Cove:South Donald,235,2016-11-14 19:00,2016-11-14 22:00
460,A Football match,1,610 Ayla Cove:South Donald,235,2016-11-12 10:00,2016-11-12 13:00
461,A Soccer Match,7,9368 Rau Groves:Maxwellberg,236,2016-11-13  7:00,2016-11-13 10:00
462,A Football match,1,9368 Rau Groves:Maxwellberg,236,2016-11-14  2:00,2016-11-14  5:00
463,Interested in showing historical places around the city,11,223 Kayli Gardens:Norbertoside,237,2016-11-13  9:00,2016-11-13 12:00
464,A BasketBall match,3,223 Kayli Gardens:Norbertoside,237,2016-11-14 14:00,2016-11-14 17:00
465,A Music Concert,8,003 Enola Pass:North Chandler,238,2016-11-14 19:00,2016-11-14 22:00
466,A Bowling Tournament,4,073 Angela Turnpike:New Chelsieside,239,2016-11-12 15:00,2016-11-12 18:00
467,Adventure trip,13,073 Angela Turnpike:New Chelsieside,239,2016-11-13 13:00,2016-11-13 16:00
468,Trip to a fine art museum,9,073 Angela Turnpike:New Chelsieside,239,2016-11-14  2:00,2016-11-14  5:00
469,A Boxing Match,5,9958 Cassandra Rapids:Edythburgh,240,2016-11-12 20:00,2016-11-12 23:00
470,Trip to a fine art museum,9,9958 Cassandra Rapids:Edythburgh,240,2016-11-12 17:00,2016-11-12 20:00
471,A Music Concert,8,9958 Cassandra Rapids:Edythburgh,240,2016-11-12  3:00,2016-11-12  6:00
472,A Music Concert,8,82407 Stehr Grove:East Simone,241,2016-11-14 18:00,2016-11-14 21:00
473,Interested in showing unique architecture around the city,10,82407 Stehr Grove:East Simone,241,2016-11-13  8:00,2016-11-13 11:00
474,A Bowling Tournament,4,05535 Madge Cape:Emilland,242,2016-11-13 14:00,2016-11-13 17:00
475,Adventure trip,13,05535 Madge Cape:Emilland,242,2016-11-14  9:00,2016-11-14 12:00
476,A BasketBall match,3,05535 Madge Cape:Emilland,242,2016-11-13 10:00,2016-11-13 13:00
477,An Ice Hockey Match,6,5858 Valentin Islands:Ankundingport,243,2016-11-12  3:00,2016-11-12  6:00
478,A Music Concert,8,5858 Valentin Islands:Ankundingport,243,2016-11-12 14:00,2016-11-12 17:00
479,Interested in showing historical places around the city,11,5858 Valentin Islands:Ankundingport,243,2016-11-13 12:00,2016-11-13 15:00
480,A Baseball match,2,7272 Reinger Valleys:West Colby,244,2016-11-13  2:00,2016-11-13  5:00
481,Trip to a fine art museum,9,555 Schuster Lock:Lake Morganbury,245,2016-11-14 18:00,2016-11-14 21:00
482,A Baseball match,2,821 Herzog Club:West Nathanial,246,2016-11-12 14:00,2016-11-12 17:00
483,A Bowling Tournament,4,821 Herzog Club:West Nathanial,246,2016-11-13  0:00,2016-11-13  3:00
484,A Football match,1,821 Herzog Club:West Nathanial,246,2016-11-12 17:00,2016-11-12 20:00
485,Trip to a fine art museum,9,1219 Amalia Causeway:Jerdestad,247,2016-11-13 18:00,2016-11-13 21:00
486,Interested in showing religious places around the city,12,1219 Amalia Causeway:Jerdestad,247,2016-11-12  5:00,2016-11-12  8:00
487,A Baseball match,2,1219 Amalia Causeway:Jerdestad,247,2016-11-14 13:00,2016-11-14 16:00
488,Trip to a fine art museum,9,6872 Fay Stream:Lake Makenna,248,2016-11-14 15:00,2016-11-14 18:00
489,A Bowling Tournament,4,6872 Fay Stream:Lake Makenna,248,2016-11-12  4:00,2016-11-12  7:00
490,A Soccer Match,7,6872 Fay Stream:Lake Makenna,248,2016-11-14 17:00,2016-11-14 20:00
491,A Football match,1,9188 Wisozk Plaza:Hellerside,249,2016-11-14  7:00,2016-11-14 10:00
492,An Ice Hockey Match,6,9188 Wisozk Plaza:Hellerside,249,2016-11-12 19:00,2016-11-12 22:00
493,A Baseball match,2,9188 Wisozk Plaza:Hellerside,249,2016-11-13  4:00,2016-11-13  7:00
494,Trip to a fine art museum,9,6165 Julian Parkways:Rennerland,250,2016-11-14  7:00,2016-11-14 10:00
495,Interested in showing unique architecture around the city,10,6165 Julian Parkways:Rennerland,250,2016-11-12 12:00,2016-11-12 15:00
496,Interested in showing religious places around the city,12,6165 Julian Parkways:Rennerland,250,2016-11-12 17:00,2016-11-12 20:00
497,Interested in showing historical places around the city,11,8091 Champlin Trail:Lianachester,251,2016-11-13  8:00,2016-11-13 11:00
498,Interested in showing religious places around the city,12,8091 Champlin Trail:Lianachester,251,2016-11-14 15:00,2016-11-14 18:00
499,A Bowling Tournament,4,8091 Champlin Trail:Lianachester,251,2016-11-13 17:00,2016-11-13 20:00
500,Trip to a fine art museum,9,255 Jazlyn Skyway:Meghanburgh,252,2016-11-12  5:00,2016-11-12  8:00
501,Interested in showing historical places around the city,11,255 Jazlyn Skyway:Meghanburgh,252,2016-11-13 19:00,2016-11-13 22:00
502,A Soccer Match,7,330 Maya Roads:West Devan,253,2016-11-13 14:00,2016-11-13 17:00
503,Interested in showing historical places around the city,11,330 Maya Roads:West Devan,253,2016-11-14 11:00,2016-11-14 14:00
504,A Football match,1,0989 Wava Turnpike:Humbertostad,254,2016-11-13  9:00,2016-11-13 12:00
